label,fileName
cat,cat/13259_cat.png
dog,dog/35609_dog.png
cat,cat/21697_cat.png
dog,dog/48666_dog.png
cat,cat/25359_cat.png
cat,cat/22660_cat.png
cat,cat/35071_cat.png
dog,dog/4694_dog.png
cat,cat/12076_cat.png
cat,cat/7065_cat.png
dog,dog/41564_dog.png
dog,dog/7157_dog.png
cat,cat/25257_cat.png
dog,dog/21595_dog.png
cat,cat/39604_cat.png
dog,dog/36814_dog.png
cat,cat/25103_cat.png
cat,cat/12546_cat.png
cat,cat/2048_cat.png
dog,dog/36002_dog.png
cat,cat/11055_cat.png
dog,dog/27797_dog.png
dog,dog/36082_dog.png
cat,cat/2723_cat.png
cat,cat/23526_cat.png
cat,cat/24634_cat.png
dog,dog/26330_dog.png
cat,cat/42997_cat.png
dog,dog/31222_dog.png
dog,dog/2028_dog.png
cat,cat/24490_cat.png
cat,cat/45850_cat.png
cat,cat/36244_cat.png
cat,cat/31844_cat.png
dog,dog/36041_dog.png
dog,dog/34237_dog.png
dog,dog/35775_dog.png
dog,dog/44832_dog.png
cat,cat/45732_cat.png
cat,cat/35595_cat.png
cat,cat/3000_cat.png
cat,cat/30868_cat.png
cat,cat/3772_cat.png
cat,cat/21459_cat.png
cat,cat/27920_cat.png
dog,dog/45731_dog.png
dog,dog/37915_dog.png
cat,cat/37057_cat.png
dog,dog/34888_dog.png
cat,cat/3486_cat.png
dog,dog/11437_dog.png
dog,dog/852_dog.png
cat,cat/8029_cat.png
cat,cat/3172_cat.png
dog,dog/1344_dog.png
cat,cat/1048_cat.png
cat,cat/23700_cat.png
dog,dog/31273_dog.png
cat,cat/12329_cat.png
cat,cat/8385_cat.png
cat,cat/37829_cat.png
dog,dog/14437_dog.png
dog,dog/19274_dog.png
cat,cat/39575_cat.png
dog,dog/9634_dog.png
cat,cat/4760_cat.png
cat,cat/38654_cat.png
dog,dog/12256_dog.png
dog,dog/36810_dog.png
dog,dog/34472_dog.png
cat,cat/26813_cat.png
dog,dog/25918_dog.png
cat,cat/20877_cat.png
dog,dog/46130_dog.png
dog,dog/19434_dog.png
dog,dog/37914_dog.png
cat,cat/46182_cat.png
dog,dog/18280_dog.png
dog,dog/26473_dog.png
dog,dog/35165_dog.png
dog,dog/8793_dog.png
cat,cat/12033_cat.png
dog,dog/7926_dog.png
cat,cat/14730_cat.png
dog,dog/3456_dog.png
cat,cat/49544_cat.png
dog,dog/9563_dog.png
dog,dog/38424_dog.png
cat,cat/6684_cat.png
cat,cat/16427_cat.png
dog,dog/37860_dog.png
cat,cat/45590_cat.png
cat,cat/9182_cat.png
cat,cat/13612_cat.png
dog,dog/46487_dog.png
dog,dog/49866_dog.png
dog,dog/12768_dog.png
dog,dog/22657_dog.png
dog,dog/45331_dog.png
dog,dog/23174_dog.png
dog,dog/14960_dog.png
cat,cat/19327_cat.png
dog,dog/38272_dog.png
cat,cat/27208_cat.png
dog,dog/22387_dog.png
dog,dog/1993_dog.png
cat,cat/8467_cat.png
dog,dog/2555_dog.png
cat,cat/2376_cat.png
cat,cat/24691_cat.png
cat,cat/3792_cat.png
cat,cat/39972_cat.png
dog,dog/46428_dog.png
cat,cat/49448_cat.png
cat,cat/40314_cat.png
dog,dog/29425_dog.png
dog,dog/11988_dog.png
dog,dog/17305_dog.png
cat,cat/34682_cat.png
dog,dog/43275_dog.png
cat,cat/36_cat.png
cat,cat/14526_cat.png
cat,cat/42037_cat.png
dog,dog/23067_dog.png
cat,cat/12366_cat.png
dog,dog/9274_dog.png
dog,dog/41638_dog.png
cat,cat/35755_cat.png
dog,dog/19024_dog.png
dog,dog/27158_dog.png
cat,cat/9489_cat.png
dog,dog/22932_dog.png
dog,dog/45698_dog.png
dog,dog/4922_dog.png
cat,cat/36948_cat.png
dog,dog/25849_dog.png
dog,dog/36048_dog.png
dog,dog/34180_dog.png
dog,dog/30279_dog.png
cat,cat/22768_cat.png
dog,dog/23916_dog.png
dog,dog/44260_dog.png
dog,dog/11575_dog.png
cat,cat/26253_cat.png
dog,dog/14875_dog.png
cat,cat/4329_cat.png
dog,dog/5208_dog.png
cat,cat/678_cat.png
cat,cat/32325_cat.png
cat,cat/2606_cat.png
cat,cat/46443_cat.png
cat,cat/11379_cat.png
cat,cat/6980_cat.png
dog,dog/22321_dog.png
cat,cat/38066_cat.png
dog,dog/38302_dog.png
cat,cat/28149_cat.png
dog,dog/13257_dog.png
dog,dog/13067_dog.png
dog,dog/41025_dog.png
dog,dog/40765_dog.png
dog,dog/31190_dog.png
dog,dog/10318_dog.png
cat,cat/42370_cat.png
dog,dog/25015_dog.png
dog,dog/10599_dog.png
cat,cat/25307_cat.png
cat,cat/29662_cat.png
dog,dog/20483_dog.png
dog,dog/10091_dog.png
dog,dog/25722_dog.png
cat,cat/8408_cat.png
dog,dog/10907_dog.png
cat,cat/3286_cat.png
dog,dog/19825_dog.png
cat,cat/34361_cat.png
dog,dog/9196_dog.png
cat,cat/28488_cat.png
cat,cat/19312_cat.png
cat,cat/37904_cat.png
cat,cat/24571_cat.png
dog,dog/14627_dog.png
cat,cat/44173_cat.png
dog,dog/7870_dog.png
cat,cat/21517_cat.png
cat,cat/45456_cat.png
dog,dog/18472_dog.png
dog,dog/10521_dog.png
dog,dog/6533_dog.png
dog,dog/41115_dog.png
dog,dog/3916_dog.png
dog,dog/43213_dog.png
dog,dog/14792_dog.png
dog,dog/18077_dog.png
dog,dog/36217_dog.png
dog,dog/1786_dog.png
cat,cat/10949_cat.png
dog,dog/44998_dog.png
dog,dog/30356_dog.png
dog,dog/9337_dog.png
dog,dog/24433_dog.png
cat,cat/27138_cat.png
cat,cat/32583_cat.png
dog,dog/22073_dog.png
cat,cat/2174_cat.png
cat,cat/17164_cat.png
dog,dog/16431_dog.png
cat,cat/12500_cat.png
cat,cat/45901_cat.png
cat,cat/4139_cat.png
cat,cat/46414_cat.png
cat,cat/39129_cat.png
cat,cat/42504_cat.png
cat,cat/5192_cat.png
dog,dog/34512_dog.png
dog,dog/33989_dog.png
dog,dog/7750_dog.png
cat,cat/36609_cat.png
dog,dog/17656_dog.png
dog,dog/46716_dog.png
cat,cat/49832_cat.png
cat,cat/9291_cat.png
cat,cat/43598_cat.png
cat,cat/16209_cat.png
dog,dog/26857_dog.png
dog,dog/45960_dog.png
dog,dog/12564_dog.png
cat,cat/45151_cat.png
dog,dog/2054_dog.png
dog,dog/12974_dog.png
cat,cat/15417_cat.png
dog,dog/7560_dog.png
dog,dog/18913_dog.png
cat,cat/21274_cat.png
cat,cat/25492_cat.png
cat,cat/24903_cat.png
cat,cat/13253_cat.png
cat,cat/1785_cat.png
cat,cat/47478_cat.png
dog,dog/47778_dog.png
cat,cat/27210_cat.png
cat,cat/29395_cat.png
cat,cat/7439_cat.png
cat,cat/35102_cat.png
cat,cat/3591_cat.png
cat,cat/24906_cat.png
dog,dog/36958_dog.png
dog,dog/38021_dog.png
cat,cat/6607_cat.png
cat,cat/20067_cat.png
cat,cat/9574_cat.png
cat,cat/17841_cat.png
cat,cat/28423_cat.png
dog,dog/33534_dog.png
dog,dog/38924_dog.png
cat,cat/629_cat.png
dog,dog/20733_dog.png
dog,dog/13499_dog.png
cat,cat/25179_cat.png
dog,dog/37391_dog.png
cat,cat/9228_cat.png
dog,dog/13150_dog.png
dog,dog/49033_dog.png
cat,cat/30862_cat.png
cat,cat/12681_cat.png
dog,dog/23665_dog.png
cat,cat/48909_cat.png
cat,cat/29011_cat.png
dog,dog/10831_dog.png
cat,cat/20301_cat.png
cat,cat/4072_cat.png
cat,cat/21368_cat.png
cat,cat/46231_cat.png
cat,cat/37812_cat.png
dog,dog/7160_dog.png
cat,cat/17864_cat.png
cat,cat/47467_cat.png
cat,cat/5744_cat.png
dog,dog/11854_dog.png
dog,dog/19623_dog.png
cat,cat/10341_cat.png
dog,dog/24650_dog.png
cat,cat/41021_cat.png
cat,cat/1696_cat.png
cat,cat/6619_cat.png
dog,dog/43093_dog.png
dog,dog/7082_dog.png
cat,cat/3052_cat.png
dog,dog/32677_dog.png
dog,dog/4042_dog.png
cat,cat/25713_cat.png
dog,dog/36532_dog.png
dog,dog/5135_dog.png
dog,dog/40889_dog.png
cat,cat/30571_cat.png
cat,cat/8503_cat.png
dog,dog/25607_dog.png
cat,cat/4876_cat.png
dog,dog/42273_dog.png
dog,dog/47095_dog.png
cat,cat/47851_cat.png
dog,dog/46165_dog.png
dog,dog/33304_dog.png
dog,dog/28718_dog.png
dog,dog/30099_dog.png
cat,cat/7852_cat.png
cat,cat/14064_cat.png
cat,cat/25214_cat.png
cat,cat/38068_cat.png
dog,dog/40779_dog.png
dog,dog/45544_dog.png
cat,cat/20961_cat.png
dog,dog/13680_dog.png
dog,dog/21705_dog.png
cat,cat/8161_cat.png
dog,dog/38944_dog.png
dog,dog/18199_dog.png
cat,cat/26005_cat.png
dog,dog/43693_dog.png
dog,dog/32906_dog.png
cat,cat/5915_cat.png
dog,dog/2711_dog.png
cat,cat/19649_cat.png
cat,cat/39651_cat.png
dog,dog/47938_dog.png
cat,cat/6585_cat.png
dog,dog/23663_dog.png
dog,dog/10270_dog.png
dog,dog/43088_dog.png
cat,cat/4294_cat.png
cat,cat/45389_cat.png
dog,dog/28730_dog.png
cat,cat/21400_cat.png
cat,cat/46341_cat.png
dog,dog/12274_dog.png
cat,cat/25802_cat.png
dog,dog/32393_dog.png
cat,cat/5110_cat.png
dog,dog/32667_dog.png
dog,dog/15320_dog.png
cat,cat/42590_cat.png
cat,cat/28738_cat.png
cat,cat/20117_cat.png
cat,cat/38706_cat.png
cat,cat/20721_cat.png
cat,cat/5321_cat.png
dog,dog/195_dog.png
dog,dog/24826_dog.png
cat,cat/37194_cat.png
dog,dog/44421_dog.png
cat,cat/20032_cat.png
cat,cat/19447_cat.png
dog,dog/35821_dog.png
dog,dog/48571_dog.png
cat,cat/10784_cat.png
dog,dog/36796_dog.png
dog,dog/46780_dog.png
dog,dog/43058_dog.png
dog,dog/19169_dog.png
cat,cat/18335_cat.png
cat,cat/48088_cat.png
cat,cat/48377_cat.png
cat,cat/34330_cat.png
cat,cat/13093_cat.png
cat,cat/31179_cat.png
dog,dog/25730_dog.png
dog,dog/31302_dog.png
dog,dog/44632_dog.png
dog,dog/29452_dog.png
dog,dog/43819_dog.png
dog,dog/21046_dog.png
dog,dog/20451_dog.png
dog,dog/29342_dog.png
dog,dog/7938_dog.png
dog,dog/44581_dog.png
dog,dog/43879_dog.png
dog,dog/19491_dog.png
dog,dog/7266_dog.png
cat,cat/639_cat.png
cat,cat/10321_cat.png
dog,dog/38636_dog.png
cat,cat/26283_cat.png
dog,dog/2736_dog.png
cat,cat/5478_cat.png
dog,dog/30189_dog.png
dog,dog/30698_dog.png
dog,dog/13236_dog.png
cat,cat/44481_cat.png
cat,cat/25673_cat.png
cat,cat/13748_cat.png
dog,dog/13097_dog.png
cat,cat/31567_cat.png
dog,dog/48537_dog.png
dog,dog/35905_dog.png
dog,dog/27347_dog.png
cat,cat/28529_cat.png
dog,dog/38079_dog.png
cat,cat/42757_cat.png
dog,dog/37359_dog.png
cat,cat/46262_cat.png
cat,cat/48097_cat.png
dog,dog/48890_dog.png
cat,cat/42865_cat.png
cat,cat/46286_cat.png
dog,dog/26884_dog.png
cat,cat/42176_cat.png
cat,cat/15778_cat.png
dog,dog/45219_dog.png
cat,cat/35163_cat.png
cat,cat/19580_cat.png
cat,cat/23980_cat.png
dog,dog/28652_dog.png
cat,cat/5319_cat.png
dog,dog/24353_dog.png
dog,dog/13781_dog.png
cat,cat/7593_cat.png
cat,cat/11434_cat.png
dog,dog/28536_dog.png
cat,cat/47736_cat.png
cat,cat/2375_cat.png
cat,cat/31603_cat.png
dog,dog/42686_dog.png
dog,dog/18574_dog.png
cat,cat/1121_cat.png
dog,dog/37317_dog.png
cat,cat/3385_cat.png
dog,dog/1133_dog.png
cat,cat/35913_cat.png
dog,dog/21810_dog.png
cat,cat/13941_cat.png
dog,dog/17916_dog.png
cat,cat/36051_cat.png
cat,cat/6217_cat.png
dog,dog/22681_dog.png
cat,cat/805_cat.png
cat,cat/10501_cat.png
cat,cat/37982_cat.png
cat,cat/29177_cat.png
cat,cat/43204_cat.png
cat,cat/44456_cat.png
cat,cat/46411_cat.png
cat,cat/5592_cat.png
cat,cat/20591_cat.png
cat,cat/43110_cat.png
dog,dog/30554_dog.png
cat,cat/5106_cat.png
cat,cat/2011_cat.png
cat,cat/43730_cat.png
dog,dog/40887_dog.png
cat,cat/12973_cat.png
dog,dog/12300_dog.png
dog,dog/18732_dog.png
dog,dog/44583_dog.png
dog,dog/22059_dog.png
cat,cat/26485_cat.png
dog,dog/48418_dog.png
cat,cat/31923_cat.png
cat,cat/21193_cat.png
dog,dog/28720_dog.png
cat,cat/24434_cat.png
dog,dog/12937_dog.png
dog,dog/19786_dog.png
dog,dog/10104_dog.png
dog,dog/2104_dog.png
dog,dog/26277_dog.png
dog,dog/29145_dog.png
cat,cat/25953_cat.png
cat,cat/27761_cat.png
cat,cat/40369_cat.png
dog,dog/9433_dog.png
cat,cat/14623_cat.png
dog,dog/17400_dog.png
cat,cat/44191_cat.png
dog,dog/47211_dog.png
cat,cat/41639_cat.png
dog,dog/42393_dog.png
dog,dog/25053_dog.png
cat,cat/13221_cat.png
dog,dog/39394_dog.png
dog,dog/16291_dog.png
dog,dog/27598_dog.png
dog,dog/32216_dog.png
cat,cat/14422_cat.png
dog,dog/686_dog.png
cat,cat/32128_cat.png
dog,dog/45245_dog.png
cat,cat/35128_cat.png
dog,dog/16534_dog.png
cat,cat/35229_cat.png
dog,dog/28757_dog.png
dog,dog/42838_dog.png
dog,dog/34551_dog.png
dog,dog/1634_dog.png
cat,cat/8000_cat.png
cat,cat/39868_cat.png
dog,dog/18001_dog.png
dog,dog/48011_dog.png
dog,dog/35237_dog.png
cat,cat/8592_cat.png
cat,cat/16573_cat.png
dog,dog/36354_dog.png
dog,dog/15898_dog.png
dog,dog/30275_dog.png
dog,dog/43011_dog.png
cat,cat/18998_cat.png
cat,cat/32389_cat.png
dog,dog/6455_dog.png
cat,cat/2947_cat.png
dog,dog/6781_dog.png
dog,dog/44823_dog.png
dog,dog/35944_dog.png
cat,cat/30737_cat.png
cat,cat/42650_cat.png
cat,cat/34865_cat.png
dog,dog/15257_dog.png
cat,cat/34184_cat.png
dog,dog/17756_dog.png
cat,cat/6783_cat.png
dog,dog/30441_dog.png
cat,cat/29050_cat.png
dog,dog/15527_dog.png
cat,cat/28717_cat.png
dog,dog/15370_dog.png
dog,dog/30502_dog.png
cat,cat/48517_cat.png
dog,dog/46201_dog.png
cat,cat/34136_cat.png
dog,dog/9746_dog.png
dog,dog/31960_dog.png
cat,cat/14047_cat.png
dog,dog/13644_dog.png
cat,cat/30960_cat.png
cat,cat/1879_cat.png
dog,dog/23971_dog.png
cat,cat/6045_cat.png
cat,cat/23690_cat.png
dog,dog/33477_dog.png
dog,dog/26388_dog.png
dog,dog/47416_dog.png
dog,dog/996_dog.png
dog,dog/12532_dog.png
cat,cat/1120_cat.png
